company,phone,website,address,category,rating,reviews,score,source,status
Smartcase.kz,+7 778 641 3011,https://smartcase.kz/,"Манаса, 54 #16 (1ый этаж, Алматы, Казахстан",Магазин электроники,4.5,31,30,google_maps_apify,new
ТОО Фаиз,+7 700 426 0378,https://faizkz.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,"улица Досмухамедова 89, Алматы 050000, Казахстан",Магазин медицинского оборудования,5,1,15,google_maps_apify,new
SAYAT,+7 777 743 9595,,"проспект Достык 52, Алматы 050063, Казахстан",Объект культурного наследия,5,2,15,google_maps_apify,new
Beautyprof,+7 727 346 8696,https://beautyprof.kz/,"улица Фонвизина 24, Алматы 050020, Казахстан",Магазин товаров для парикмахерских,4.3,6,15,google_maps_apify,new
Мир Керамики,+7 775 007 4434,https://mirceramiki.kz/?utm_source=google&utm_medium=organic&utm_campaign=google_business&utm_content=profile&utm_term=maps,"пр-т. Сейфуллина 574/6, Алматы 020000, Казахстан",Магазин керамической плитки,5,2,15,google_maps_apify,new
Sayat,+7 777 010 5252,,"Жиренше шешен 1, Алматы 050000, Казахстан",Строительный магазин,,0,15,google_maps_apify,new
Line,+7 7272 67 11 77,http://www.line-ltd.kz/,"пр-т. Назарбаева 187А, Алматы 050000, Казахстан",Магазин осветительных приборов,4.4,7,15,google_maps_apify,new
"Чемоданы Алматы ""Chemodany_Bags_kz""",+7 701 905 1841,http://instagram.com/chemodani_bags_kz,"улица Хаджимукана 10а, Алматы 050059, Казахстан",Оптовая продажа багажа,,0,15,google_maps_apify,new
brosh,+7 727 317 7576,,"Нурлы-тау 19к 1б, 6-й этаж, №606, Алматы, Казахстан",Ювелирный магазин,,0,15,google_maps_apify,new
Treagra Safety,+7 727 339 2537,http://www.treagra.kz/,"проспект Достык 240, Алматы 050000, Казахстан",Поставщик спецодежды и средств защиты,5,1,15,google_maps_apify,new
"Luxury Stone - Мрамор, Гранит, Оникс, Травертин в Алматы",+7 777 010 4545,https://luxurystone.kz/,"проспект Достык 202, Алматы 050000, Казахстан",Поставщик мрамора,5,6,15,google_maps_apify,new
ЗооМагия,+7 775 222 2829,https://zoomagiya.kz/,"ул. Сатпаева 30, Алматы 050000, Казахстан",Зоомагазин,5,1,15,google_maps_apify,new
"ТОО ""DPB New Brands""",+7 727 311 5200,http://www.new-brands.kz/,"пр. Аль-Фараби, 7, БЦ ""Нурлы-Тау"", блок 4А, оф. 38, Алматы 050059, Казахстан",Офис компании,,0,15,google_maps_apify,new
СПА оборудование и мебель для салонов красоты в Алматы (Казахстане),+7 727 350 5280,,"пр-т. Сейфуллина 410, Алматы 050016, Казахстан",Салон красоты,1,2,15,google_maps_apify,new
HappyCake,+7 707 777 1144,https://happycake.kz/almaty,"улица Исаака Ньютона 1А, Алматы 050051, Казахстан",Кондитерская,4,31,30,google_maps_apify,new
AplTech.kz (Интернет магазин компьютерной техники),+7 702 008 0048,https://www.apltech.kz/,"улица Фонвизина 15, Алматы 050051, Казахстан",Интернет-магазин,4.8,175,45,google_maps_apify,new
Wamiles Kazakhstan,+7 727 312 2866,https://wamiles.kz/,"пр-т. Назарбаева 240, Алматы 050051, Казахстан",Магазин косметики и парфюмерии,,0,15,google_maps_apify,new
Доставка тортов Алматы,+7 777 571 7858,,"пр-т. Абая 31, Алматы 050000, Казахстан",Магазин тортов,4.1,9,15,google_maps_apify,new
Сапожки-Ботиночки,+7 727 357 2563,,"улица Жолдасбекова 9а, Алматы 050044, Казахстан",Обувной магазин,5,1,15,google_maps_apify,new
Dan King LLP,+7 7272 50 11 40,https://danking.kz/,"Samal1, h21, of12, Алматы 050051, Казахстан",Оптовая продажа кофе,3.4,5,15,google_maps_apify,new
ШНАПСЕР,+7 747 883 7670,http://www.schnapser.kz/,"пр-т. Сейфуллина 574/5, Алматы 050013, Казахстан",Оптовая продажа товаров повседневного спроса,5,1,15,google_maps_apify,new
SMARTSERVICE.KZ – центр сборки и продажи компьютеров,+7 708 277 7564,https://smartservice.kz/,"пр-т. Абая 52В, Алматы 050000, Казахстан",Оптовая продажа компьютерной техники,5,15,15,google_maps_apify,new
Forward L,+7 775 116 6818,https://www.forwardl.com/,"проспект Aль-Фараби 53б, Алматы 050040, Казахстан",Оптовая продажа компьютерной техники,,0,15,google_maps_apify,new
Уничтожители бумаг,+7 727 354 3553,https://www.shreder.kz/shop-1/%D0%A3%D0%BD%D0%B8%D1%87%D1%82%D0%BE%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D1%8C-%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%BE%D0%B2-%D0%A8%D1%80%D0%B5%D0%B4%D0%B5%D1%80-office-kit-sa152-4%D1%8512-%D1%81-%D0%B0%D0%B2%D1%82%D0%BE%D0%BF%D0%BE%D0%B4%D0%B0%D1%87%D0%B5%D0%B,"улица Панфилова 57, Алматы 050000, Казахстан",Поставщик офисного оборудования,,0,15,google_maps_apify,new
Korealine.kz,+7 707 784 3388,http://korealine.kz/,"ул. Кабдолова 1, Алматы 050000, Казахстан",Торговый центр,5,1,15,google_maps_apify,new
ОптоМаркет,+7 700 710 1101,,"ул. имени Куприна 1, Алматы 050061, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
KoreanStyle Cos,+7 705 196 3553,,"5-й микрорайон 19Б, Алматы 050000, Казахстан",Оптовая продажа косметики,,0,15,google_maps_apify,new
Ковры Алматы,+7 701 486 0302,,"ул. Кабдолова 24/1, Алматы, Казахстан",Магазин товаров для дома,4.4,51,30,google_maps_apify,new
Авторынок Жибек Жолы,+7 702 600 5001,,"6RP3+QCH, пр-т. Райымбека, Алматы, Казахстан",Рынок автозапчастей,4,13228,90,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"Алматы микрорайон Аксай-2 52Б, Алматы 050031, Казахстан",Колбасные изделия,3,3,15,google_maps_apify,new
женская одежда,,,"Карбышева 2, Алматы, Казахстан",Оптовый продавец одежды,,0,15,google_maps_apify,new
"Группа Компаний ""Alina""",+7 701 218 8380,http://alina.kz/,"ул. Казыбаева 20, Алматы 050050, Казахстан",Производитель,3.5,11,15,google_maps_apify,new
"Айс Фуд Азия, ТОО",+7 777 210 9221,https://icefoodasia.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,"пр-т. Райымбека 496а, Алматы, Казахстан",Консервный завод,5,2,15,google_maps_apify,new
Прайм Тулс - инструмент и оборудование для СТО,+7 747 095 1121,https://prime-tools.kz/,"г. Алматы ТЦ Car City, 2 ярус, 4, бутик 050015, Казахстан",Магазин инструмента,5,57,30,google_maps_apify,new
KazTen,+7 771 789 7107,http://www.kazten.kz/,"6RFR+FMH, ул. Жетысу, Алматы 050063, Казахстан",Оптовая торговля,4.1,7,15,google_maps_apify,new
IRON-LION.KZ,+7 708 983 5083,https://iron-lion.kz/,"улица Толе Би 302Б, Алматы 050031, Казахстан",Оптовая торговля,5,1,15,google_maps_apify,new
"""Alladin Flor Decor"" оформление витрин, продажа искусственных цветов",+7 701 074 9999,,"ул. Кабдолова 1/4 в ТРК ""GRAND PARK ALMATY рядом с ТЦ ""АРМАДА"" и ""ЗОЛОТОЙ БАЗАР"", блок номер 5 сектор 3, бутик 11, Алматы, Казахстан",Цветочный магазин,,0,15,google_maps_apify,new
РАХАТ фирменный Магазин № 3,,http://www.rakhat.kz/,"улица Толе Би 297, Алматы, Казахстан",Кондитерский магазин,4,51,30,google_maps_apify,new
"Производственно Полиграфический. Комбинат ""Парус""",+7 7272 26 82 30,http://www.parus-almaty.kz/,"улица Толе Би 298а, Алматы, Казахстан",Офис компании,4.4,58,30,google_maps_apify,new
TPG KAZAKHSTAN,+7 775 000 1010,,"Мкр Аккент.7, Алматы 050038, Казахстан",Оптовая продажа бытовой техники,,0,15,google_maps_apify,new
Автотрейд,+7 727 345 1080,https://autotrade.kz/,"улица Толе Би 304, Алматы 050031, Казахстан",Магазин автозапчастей,4.3,1945,75,google_maps_apify,new
Ткани для спецодежды,,http://bespokela.kz/,"пр-т. Абая 37/1, Алматы 050000, Казахстан",Оптовая продажа тканей,,0,15,google_maps_apify,new
Soyuz Aidar Trade - Сеть мебельных магазинов,+7 705 544 7576,http://www.aidarmebel.kz/,"Armada, Саин көшесі 30, Алматы 050031, Казахстан",Оптовая продажа мебели,2.8,9,15,google_maps_apify,new
Vaibiz,+7 702 570 1806,https://vaibiz.kz/,"Центральная 64, Алматы 050007, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Konvert24.kz,+7 708 973 7537,http://www.konvert24.kz/,"улица Толе Би 285, Алматы, Казахстан",Оптовая продажа канцелярских товаров,4.7,3,15,google_maps_apify,new
ТОО Almaty Spices,+7 7272 43 72 19,https://www.almatyspices.kz/,"улица Утеген Батыра 15, Алматы 050062, Казахстан",Поставщик продуктов питания,3.7,3,15,google_maps_apify,new
